barcode,product_type,is_liquid,brand,weight_g,amount_mL,serving_weight_g,serving_amt_mL,sodium_mg,sugars_g,added_sugars_g,fat_g,sat_fat_g,trans_fat_g,calories
0036494026837,canned black beans,0,Matouk's,425,0,136,0,150,1,0,1,0,0,180
